name_Jap,name_Eng,type,race,attribute,level,PS,atk,def,id,name_FullWidth_Jap
雪天気シエル,The Weather Painter Snow,MONSTER EFFECT,FAIRY,EARTH,3,,0,2200,65017789,雪天気シエル
妖仙獣 左鎌神柱,Yosenju Shinchu L,MONSTER EFFECT PENDULUM,ROCK,WIND,4,3,0,2100,65025250,妖仙獣 左鎌神柱
コアキメイル・マキシマム,Koa'ki Meiru Maximus,MONSTER EFFECT SPSUMMON,DRAGON,WIND,8,,3000,2500,65026212,コアキメイル・マキシマム
EMオッドアイズ・メタル・クロウ,Performapal Odd-Eyes Metal Claw,MONSTER EFFECT FUSION,DRAGON,DARK,8,,3000,2000,65029288,ＥＭオッドアイズ・メタル・クロウ
星因士 シャム,Satellarknight Alsahm,MONSTER EFFECT,WARRIOR,LIGHT,4,,1400,1800,65056481,星因士 シャム
対空放花,Anti-Aircraft Flower,MONSTER EFFECT,PLANT,EARTH,3,,0,1600,65064143,対空放花
憎悪の棘,Thorn of Malice,SPELL EQUIP,,,,,,,65079854,憎悪の棘
リンク・インフライヤー,Link Infra-Flier,MONSTER EFFECT,CYBERSE,WIND,2,,0,1800,65100616,リンク・インフライヤー
虚ろなる龍輪,Vessel for the Dragon Cycle,SPELL,,,,,,,65124425,虚ろなる龍輪
レアル・ジェネクス・クラッシャー,R-Genex Crusher,MONSTER EFFECT,MACHINE,EARTH,2,,800,800,65149697,レアル・ジェネクス・クラッシャー
機甲忍法フリーズ・ロック,Armor Ninjitsu Art of Freezing,TRAP CONTINUOUS,,,,,,,65150219,機甲忍法フリーズ・ロック
ネオフレムベル・ガルーダ,Neo Flamvell Garuda,MONSTER EFFECT,PYRO,FIRE,3,,1200,1800,65156847,ネオフレムベル・ガルーダ
黒いペンダント,Black Pendant,SPELL EQUIP,,,,,,,65169794,黒いペンダント
マスター・ボーイ,Mistar Boy,MONSTER EFFECT LINK,AQUA,WATER,2,,1400,5,65170459,マスター・ボーイ
AtoZ－ドラゴン・バスターキャノン,A-to-Z-Dragon Buster Cannon,MONSTER EFFECT FUSION,MACHINE,LIGHT,10,,4000,4000,65172015,ＡｔｏＺ－ドラゴン・バスターキャノン
ダーク・アームド・ドラゴン,Dark Armed Dragon,MONSTER EFFECT SPSUMMON,DRAGON,DARK,7,,2800,1000,65192027,ダーク・アームド・ドラゴン
精霊獣使い ウィンダ,Spiritual Beast Tamer Winda,MONSTER EFFECT,PSYCHIC,WIND,4,,1600,1800,65193366,精霊獣使い ウィンダ
EMプラスタートル,Performapal Stamp Turtle,MONSTER EFFECT,AQUA,WATER,4,,100,1800,65195959,ＥＭプラスタートル
バラエティ・アウト,Variety Comes Out,SPELL,,,,,,,65196094,バラエティ・アウト
創星の因子,Tellarknight Genesis,SPELL QUICKPLAY,,,,,,,65236257,創星の因子
ビッグ・シールド・ガードナー,Big Shield Gardna,MONSTER EFFECT,WARRIOR,EARTH,4,,100,2600,65240384,ビッグ・シールド・ガードナー
妖仙獣 鎌壱太刀,Yosenju Kama 1,MONSTER EFFECT,BEASTWARRIOR,WIND,4,,1600,500,65247798,妖仙獣 鎌壱太刀
エレメント・マジシャン,Element Magician,MONSTER EFFECT,SPELLCASTER,LIGHT,4,,1500,1200,65260293,エレメント・マジシャン
ガスタ・ガルド,Gusto Gulldo,MONSTER EFFECT TUNER,WINGEDBEAST,WIND,3,,500,500,65277087,ガスタ・ガルド
ダーク・ボルテニス,Dark Voltanis,MONSTER EFFECT,FAIRY,DARK,8,,2800,1400,65282484,ダーク・ボルテニス
暗黒ドリケラトプス,Dark Driceratops,MONSTER EFFECT,DINOSAUR,EARTH,6,,2400,1500,65287621,暗黒ドリケラトプス
アルケミック・マジシャン,Alchemic Magician,MONSTER EFFECT XYZ,SPELLCASTER,DARK,4,,1500,1500,65301952,アルケミック・マジシャン
森の狩人イエロー・バブーン,"Yellow Baboon, Archer of the Forest",MONSTER EFFECT,BEAST,EARTH,7,,2600,1800,65303664,森の狩人イエロー・バブーン
FNo.0 未来皇ホープ,Number F0: Utopic Future,MONSTER EFFECT XYZ,WARRIOR,LIGHT,1,,0,0,65305468,ＦＮｏ.０ 未来皇ホープ
時械神サディオン,"Sadion, the Timelord",MONSTER EFFECT,FAIRY,WIND,10,,0,0,65314286,時械神サディオン
トロイメア・グリフォン,Knightmare Gryphon,MONSTER EFFECT LINK,FIEND,LIGHT,4,,2500,170,65330383,トロイメア・グリフォン
ファーニマル・オウル,Fluffal Owl,MONSTER EFFECT,FAIRY,EARTH,2,,1000,1000,65331686,ファーニマル・オウル
熟練の赤魔術士,Skilled Red Magician,MONSTER EFFECT,SPELLCASTER,DARK,4,,1600,1600,65338781,熟練の赤魔術士
魔法都市の実験施設,Endymion's Lab,SPELL CONTINUOUS,,,,,,,65342096,魔法都市の実験施設
アンデット・ストラグル,Zombie Power Struggle,SPELL QUICKPLAY,,,,,,,65357623,アンデット・ストラグル
フォトン・スラッシャー,Photon Thrasher,MONSTER EFFECT SPSUMMON,WARRIOR,LIGHT,4,,2100,0,65367484,フォトン・スラッシャー
アルケミー・サイクル,Alchemy Cycle,TRAP,,,,,,,65384019,アルケミー・サイクル
実力伯仲,Stand-Off,SPELL,,,,,,,65384188,実力伯仲
チャクラ,Chakra,MONSTER RITUAL,FIEND,DARK,7,,2450,2000,65393205,チャクラ
大革命,Huge Revolution,TRAP,,,,,,,65396880,大革命
エンド・オブ・アヌビス,The End of Anubis,MONSTER EFFECT,FIEND,DARK,6,,2500,0,65403020,エンド・オブ・アヌビス
酒呑童子,Shutendoji,MONSTER EFFECT,ZOMBIE,EARTH,4,,1500,800,65422840,酒呑童子
ジュラシック・インパクト,Jurassic Impact,TRAP,,,,,,,65430834,ジュラシック・インパクト
水舞台装置,Aquarium Set,SPELL CONTINUOUS,,,,,,,65446452,水舞台装置
限定解除,Ritual Foregone,SPELL,,,,,,,65450690,限定解除
トゥーン・マーメイド,Toon Mermaid,MONSTER EFFECT TOON SPSUMMON,AQUA,WATER,4,,1400,1500,65458948,トゥーン・マーメイド
魔装戦士 ドラゴディウス,"Dragodies, the Empowered Warrior",MONSTER EFFECT PENDULUM,WARRIOR,LIGHT,4,2,1500,1500,65472618,魔装戦士 ドラゴディウス
味方殺しの女騎士,The Unfriendly Amazon,MONSTER EFFECT,WARRIOR,EARTH,4,,2000,1000,65475294,味方殺しの女騎士
コダロス,Codarus,MONSTER EFFECT,SEASERPENT,WATER,4,,1400,1200,65496056,コダロス
隅烏賊,Squirt Squid,MONSTER EFFECT,AQUA,WATER,2,,0,1800,65500515,隅烏賊
イカスミトークン,Squid Ink Token,MONSTER NORMAL TOKEN,AQUA,WATER,2,,-2,0,65500516,イカスミトークン
スクラップ・ソルジャー,Scrap Soldier,MONSTER EFFECT TUNER,WARRIOR,EARTH,5,,2100,700,65503206,スクラップ・ソルジャー
クリフォート・ツール,Qliphort Scout,MONSTER NORMAL PENDULUM,MACHINE,EARTH,5,9,1000,2800,65518099,クリフォート・ツール
源竜星－ボウテンコウ,"Denglong, First of the Yang Zing",MONSTER EFFECT TUNER SYNCHRO,WYRM,LIGHT,5,,0,2800,65536818,源竜星－ボウテンコウ
ミスト・コンドル,Mist Condor,MONSTER EFFECT,WINGEDBEAST,WIND,4,,1400,400,65549080,ミスト・コンドル
弓を引くマーメイド,Red Archery Girl,MONSTER NORMAL,AQUA,WATER,4,,1400,1500,65570596,弓を引くマーメイド
先史遺産ウィングス・スフィンクス,Chronomaly Winged Sphinx,MONSTER EFFECT,ROCK,EARTH,5,,1600,1900,65591858,先史遺産ウィングス・スフィンクス
魔帝アングマール,Angmarl the Fiendish Monarch,MONSTER EFFECT,FIEND,DARK,6,,2400,1000,65612386,魔帝アングマール
エレキューブ,Wattcube,SPELL EQUIP,,,,,,,65612454,エレキューブ
Y－ドラゴン・ヘッド,Y-Dragon Head,MONSTER EFFECT UNION,MACHINE,LIGHT,4,,1500,1600,65622692,Ｙ－ドラゴン・ヘッド
キラー・ブロッブ,Gruesome Goo,MONSTER NORMAL,AQUA,WATER,3,,1300,700,65623423,キラー・ブロッブ
ペンデュラム・フュージョン,Pendulum Fusion,SPELL,,,,,,,65646587,ペンデュラム・フュージョン
ヴァイロン・ポリトープ,Vylon Polytope,SPELL QUICKPLAY,,,,,,,65659181,ヴァイロン・ポリトープ
華麗なるハーピィ・レディ,Harpie Lady Elegance,TRAP,,,,,,,65664792,華麗なるハーピィ・レディ
No.32 海咬龍シャーク・ドレイク,Number 32: Shark Drake,MONSTER EFFECT XYZ,SEASERPENT,WATER,4,,2800,2100,65676461,Ｎｏ.３２ 海咬龍シャーク・ドレイク
抹殺の指名者,Crossout Designator,SPELL QUICKPLAY,,,,,,,65681983,抹殺の指名者
六武衆の御霊代,Spirit of the Six Samurai,MONSTER EFFECT UNION,WARRIOR,EARTH,3,,500,500,65685470,六武衆の御霊代
Walkuren Ritt,Ride of the Valkyries,SPELL,,,,,,,65687442,Ｗａｌｋｕｒｅｎ Ｒｉｔｔ
透破抜き,Debunk,TRAP COUNTER,,,,,,,65703851,透破抜き
ドラゴラド,Dragard,MONSTER EFFECT,DRAGON,DARK,4,,1300,1900,65737274,ドラゴラド
I：Pマスカレーナ,I:P Masquerena,MONSTER EFFECT LINK,CYBERSE,DARK,2,,800,5,65741786,Ｉ：Ｐマスカレーナ
地縛霊の誘い,Call of the Earthbound,TRAP,,,,,,,65743242,地縛霊の誘い
氷結界の龍 グングニール,"Gungnir, Dragon of the Ice Barrier",MONSTER EFFECT SYNCHRO,DRAGON,WATER,7,,2500,1700,65749035,氷結界の龍 グングニール
ガンバランサー,Ganbara Lancer,MONSTER EFFECT,WARRIOR,LIGHT,5,,1000,2000,65758454,ガンバランサー
サイバネット・フュージョン,Cynet Fusion,SPELL,,,,,,,65801012,サイバネット・フュージョン
黄金の邪神像,Statue of the Wicked,TRAP,,,,,,,65810489,黄金の邪神像
邪神トークン,Wicked Token,MONSTER NORMAL TOKEN,FIEND,DARK,4,,1000,1000,65810490,邪神トークン
闇の取引,Dark Deal,TRAP,,,,,,,65824822,闇の取引
棺桶売り,Coffin Seller,TRAP CONTINUOUS,,,,,,,65830223,棺桶売り
甲虫装機 ギガグリオル,Inzektor Giga-Cricket,MONSTER EFFECT,INSECT,DARK,5,,2000,1300,65844845,甲虫装機 ギガグリオル
H・C 強襲のハルベルト,Heroic Challenger - Assault Halberd,MONSTER EFFECT,WARRIOR,EARTH,4,,1800,200,65848811,Ｈ・Ｃ 強襲のハルベルト
イグナイト・バースト,Igknight Burst,TRAP CONTINUOUS,,,,,,,65872270,イグナイト・バースト
魔神儀－カリスライム,Impcantation Chalislime,MONSTER EFFECT RITUAL,AQUA,DARK,7,,2500,1800,65877963,魔神儀－カリスライム
使徒喰い虫,Nobleman-Eater Bug,MONSTER EFFECT FLIP,INSECT,EARTH,5,,900,1200,65878864,使徒喰い虫
ヴェルズ・タナトス,Evilswarm Thanatos,MONSTER EFFECT XYZ,FIEND,DARK,4,,2350,1350,65884091,ヴェルズ・タナトス
B・F－必中のピン,Battlewasp - Pin the Bullseye,MONSTER EFFECT,INSECT,WIND,1,,200,300,65899613,Ｂ・Ｆ－必中のピン
鉄鋼装甲虫,Metal Armored Bug,MONSTER NORMAL,INSECT,EARTH,8,,2800,1500,65957473,鉄鋼装甲虫
化合電界,Catalyst Field,SPELL FIELD,,,,,,,65959844,化合電界
魔導獣士 ルード,Wheel of Prophecy,MONSTER EFFECT,SPELLCASTER,DARK,8,,2700,1700,65961085,魔導獣士 ルード
ジュラック・ヴェルヒプト,Jurrac Velphito,MONSTER EFFECT SYNCHRO,DINOSAUR,FIRE,5,,-2,-2,65961683,ジュラック・ヴェルヒプト
サブテラーマリス・アクエドリア,Subterror Behemoth Stygokraken,MONSTER EFFECT FLIP,SEASERPENT,EARTH,5,,1400,2600,65976795,サブテラーマリス・アクエドリア
剣闘獣トラケス,Gladiator Beast Torax,MONSTER EFFECT,FISH,WATER,3,,1400,400,65984457,剣闘獣トラケス
やりすぎた埋葬,Overdone Burial,SPELL EQUIP,,,,,,,65993085,やりすぎた埋葬
No.60 刻不知のデュガレス,Number 60: Dugares the Timeless,MONSTER EFFECT XYZ,FIEND,FIRE,4,,1200,1200,66011101,Ｎｏ.６０ 刻不知のデュガレス
ツイン・トライアングル・ドラゴン,Twin Triangle Dragon,MONSTER EFFECT LINK,DRAGON,DARK,2,,1200,34,66015185,ツイン・トライアングル・ドラゴン
翠嵐の機界騎士,Mekk-Knight Green Horizon,MONSTER EFFECT,PSYCHIC,LIGHT,6,,2100,1600,66022706,翠嵐の機界騎士
空牙団の大義 フォルゴ,"Folgo, Justice Fur Hire",MONSTER EFFECT LINK,BEAST,DARK,3,,2400,133,66023650,空牙団の大義 フォルゴ
甲虫装機 リュシオル,Inzektor Firefly,MONSTER EFFECT,INSECT,DARK,1,,100,100,66066482,甲虫装機 リュシオル
ゼラの戦士,Warrior of Zera,MONSTER NORMAL,WARRIOR,EARTH,4,,1600,1600,66073051,ゼラの戦士
空炎星－サイチョウ,Brotherhood of the Fire Fist - Rhino,MONSTER EFFECT,BEASTWARRIOR,FIRE,4,,1700,1400,66084673,空炎星－サイチョウ
トランスフォーム・スフィア,Transforming Sphere,MONSTER EFFECT,WINGEDBEAST,WIND,3,,100,100,66094973,トランスフォーム・スフィア
転生断絶,Transmigration Break,TRAP CONTINUOUS,,,,,,,66100045,転生断絶
マギステル・オブ・エンディミオン,Magister of Endymion,MONSTER EFFECT PENDULUM,SPELLCASTER,EARTH,3,8,1500,900,66104644,マギステル・オブ・エンディミオン
融合準備,Fusion Reserve,TRAP,,,,,,,66127916,融合準備
レッド・ライジング・ドラゴン,Red Rising Dragon,MONSTER EFFECT SYNCHRO,DRAGON,DARK,6,,2100,1600,66141736,レッド・ライジング・ドラゴン
魔弾－ダンシング・ニードル,Magical Musket - Dancing Needle,TRAP,,,,,,,66149377,魔弾－ダンシング・ニードル
A・ジェネクス・アクセル,Genex Ally Axel,MONSTER EFFECT SYNCHRO,MACHINE,DARK,8,,2600,2000,66165755,Ａ・ジェネクス・アクセル
超こいこい,Super Koi Koi,SPELL,,,,,,,66171432,超こいこい
ライトロードの裁き,Lightsworn Judgment,TRAP,,,,,,,66194206,ライトロードの裁き
幻獣機ハムストラット,Mecha Phantom Beast Hamstrat,MONSTER EFFECT,MACHINE,WIND,3,,1100,1600,66200210,幻獣機ハムストラット
幻獣機トークン,Mecha Phantom Beast Token,MONSTER NORMAL TOKEN,MACHINE,WIND,3,,0,0,66200211,幻獣機トークン
ダーク・ホルス・ドラゴン,Dark Horus,MONSTER EFFECT,DRAGON,DARK,8,,3000,1800,66214679,ダーク・ホルス・ドラゴン
トラックブラック,Trackblack,MONSTER EFFECT LINK,CYBERSE,LIGHT,2,,1200,68,66226132,トラックブラック
デス・デーモン・ドラゴン,Fiend Skull Dragon,MONSTER EFFECT FUSION,DRAGON,WIND,5,,2000,1200,66235877,デス・デーモン・ドラゴン
D－HERO ドリームガイ,Destiny HERO - Dreamer,MONSTER EFFECT,WARRIOR,DARK,1,,0,600,66262416,Ｄ－ＨＥＲＯ ドリームガイ
マッシブ・ウォリアー,Fortress Warrior,MONSTER EFFECT,WARRIOR,EARTH,2,,600,1200,66288028,マッシブ・ウォリアー
団結する剣闘獣,Gladiator Beast United,SPELL QUICKPLAY,,,,,,,66290900,団結する剣闘獣
F.A.ダウンフォース,F.A. Downforce,SPELL QUICKPLAY,,,,,,,66322203,Ｆ.Ａ.ダウンフォース
D・チャッカン,Morphtronic Datatron,MONSTER EFFECT,PYRO,FIRE,3,,1200,600,66331855,Ｄ・チャッカン
創世の預言者,Herald of Creation,MONSTER EFFECT,SPELLCASTER,LIGHT,4,,1800,600,66337215,創世の預言者
魔導ギガサイバー,The Fiend Megacyber,MONSTER EFFECT,WARRIOR,DARK,6,,2200,1200,66362965,魔導ギガサイバー
ネオフレムベル・オリジン,Neo Flamvell Origin,MONSTER EFFECT TUNER,PYRO,FIRE,2,,500,200,66378485,ネオフレムベル・オリジン
ハーピィ・オラクル,Harpie Oracle,MONSTER EFFECT,WINGEDBEAST,WIND,4,,1300,1400,66386380,ハーピィ・オラクル
エクスクローラー・ニューロゴス,X-Krawler Neurogos,MONSTER EFFECT LINK,INSECT,EARTH,2,,1900,40,66393507,エクスクローラー・ニューロゴス
ドッペル・ゲイナー,Doppelganger,TRAP CONTINUOUS,,,,,,,66395299,ドッペル・ゲイナー
ユニオン格納庫,Union Hangar,SPELL FIELD,,,,,,,66399653,ユニオン格納庫
リチュア・チェイン,Gishki Chain,MONSTER EFFECT,SEASERPENT,WATER,4,,1800,1000,66399675,リチュア・チェイン
トポロジック・ゼロヴォロス,Topologic Zeroboros,MONSTER EFFECT LINK,CYBERSE,DARK,4,,3000,325,66403530,トポロジック・ゼロヴォロス
炎王獣 ヤクシャ,Fire King Avatar Yaksha,MONSTER EFFECT,BEASTWARRIOR,FIRE,4,,1800,200,66413481,炎王獣 ヤクシャ
ヴォルカニック・カウンター,Volcanic Counter,MONSTER EFFECT,PYRO,FIRE,3,,300,1300,66436257,ヴォルカニック・カウンター
グレイドル・アリゲーター,Graydle Alligator,MONSTER EFFECT,AQUA,WATER,3,,500,1500,66451379,グレイドル・アリゲーター
ファーニマル・ライオ,Fluffal Leo,MONSTER EFFECT,FAIRY,EARTH,4,,1600,1200,66457138,ファーニマル・ライオ
コピー・プラント,Copy Plant,MONSTER EFFECT TUNER,PLANT,WIND,1,,0,0,66457407,コピー・プラント
焔虎,Flame Tiger,MONSTER EFFECT,BEAST,FIRE,4,,1800,0,66499018,焔虎
地竜星－ヘイカン,"Bi'an, Earth of the Yang Zing",MONSTER EFFECT,WYRM,EARTH,3,,1600,0,66500065,地竜星－ヘイカン
ブリキの大公,Tin Archduke,MONSTER EFFECT XYZ,MACHINE,EARTH,4,,2200,1200,66506689,ブリキの大公
エビルナイト・ドラゴン,Serpent Night Dragon,MONSTER NORMAL,DRAGON,DARK,7,,2350,2400,66516792,エビルナイト・ドラゴン
プライドの咆哮,Prideful Roar,TRAP,,,,,,,66518841,プライドの咆哮
超次元ロボ ギャラクシー・デストロイヤー,Superdimensional Robot Galaxy Destroyer,MONSTER EFFECT XYZ,MACHINE,LIGHT,10,,5000,2000,66523544,超次元ロボ ギャラクシー・デストロイヤー
悪夢の迷宮,Labyrinth of Nightmare,TRAP CONTINUOUS,,,,,,,66526672,悪夢の迷宮
トリック・デーモン,Archfiend Heiress,MONSTER EFFECT,FIEND,DARK,3,,1000,0,66540884,トリック・デーモン
No.23 冥界の霊騎士ランスロット,"Number 23: Lancelot, Dark Knight of the Underw...",MONSTER EFFECT XYZ,ZOMBIE,DARK,8,,2000,1500,66547759,Ｎｏ.２３ 冥界の霊騎士ランスロット
屍界のバンシー,Necroworld Banshee,MONSTER EFFECT,ZOMBIE,DARK,4,,1800,200,66570171,屍界のバンシー
伝説の黒石,The Black Stone of Legend,MONSTER EFFECT,DRAGON,DARK,1,,0,0,66574418,伝説の黒石
闇・道化師のサギー,Saggi the Dark Clown,MONSTER NORMAL,SPELLCASTER,DARK,3,,600,1500,66602787,闇・道化師のサギー
エクシーズ・リバーサル,Xyz Reversal,TRAP,,,,,,,66604523,エクシーズ・リバーサル
フォトン・ジェネレーター・ユニット,Photon Generator Unit,SPELL QUICKPLAY,,,,,,,66607691,フォトン・ジェネレーター・ユニット
カラクリ参謀 弐四八,"Karakuri Strategist mdl 248 ""Nishipachi""",MONSTER EFFECT TUNER,MACHINE,EARTH,3,,500,1600,66625883,カラクリ参謀 弐四八
氷結界のロイヤル・ナイト,Royal Knight of the Ice Barrier,MONSTER EFFECT,WARRIOR,WATER,5,,2000,2000,66661678,氷結界のロイヤル・ナイト
アイスコフュントークン,Ice Coffin Token,MONSTER NORMAL TOKEN,AQUA,WATER,1,,1000,0,66661679,アイスコフュントークン
アクアアクトレス・グッピー,Aquaactress Guppy,MONSTER EFFECT,AQUA,WATER,2,,600,600,66668900,アクアアクトレス・グッピー
ドラゴン・ゾンビ,Dragon Zombie,MONSTER NORMAL,ZOMBIE,DARK,3,,1600,0,66672569,ドラゴン・ゾンビ
マインド・オン・エア,Mind on Air,MONSTER EFFECT,SPELLCASTER,DARK,6,,1000,1600,66690411,マインド・オン・エア
灼銀の機竜,Vermillion Dragon Mech,MONSTER EFFECT SYNCHRO,MACHINE,FIRE,9,,2700,1800,66698383,灼銀の機竜
ゴブリン暗殺部隊,Goblin Black Ops,MONSTER EFFECT,BEASTWARRIOR,DARK,4,,1300,0,66707058,ゴブリン暗殺部隊
エレメント・ソルジャー,Element Soldier,MONSTER EFFECT,FIEND,DARK,4,,1500,1200,66712593,エレメント・ソルジャー
恵みの雨,Rain of Mercy,SPELL,,,,,,,66719324,恵みの雨
アシンメタファイズ,Asymmetaphys,SPELL CONTINUOUS,,,,,,,66719533,アシンメタファイズ
封狼雷坊,Thunderclap Monk,MONSTER EFFECT,THUNDER,LIGHT,4,,1900,200,66722103,封狼雷坊
武神逐,Bujinfidel,TRAP,,,,,,,66727115,武神逐
イビリチュア・ジールギガス,Gishki Zielgigas,MONSTER EFFECT RITUAL,AQUA,WATER,10,,3200,0,66729231,イビリチュア・ジールギガス
TG メタル・スケルトン,T.G. Metal Skeleton,MONSTER EFFECT,ZOMBIE,DARK,2,,1100,0,66733743,ＴＧ メタル・スケルトン
空牙団の闘士 ブラーヴォ,"Bravo, Fighter Fur Hire",MONSTER EFFECT,REPTILE,FIRE,4,,1900,200,66740005,空牙団の闘士 ブラーヴォ
アヌビスの呪い,Curse of Anubis,TRAP,,,,,,,66742250,アヌビスの呪い
Fire Fortress atop Liang Peak,Fire Fortress atop Liang Peak,SPELL FIELD,,,,,,,66750703,Fire Fortress atop Liang Peak
霊廟の守護者,Keeper of the Shrine,MONSTER EFFECT,DRAGON,DARK,4,,0,2100,66752837,霊廟の守護者
孤炎星－ロシシン,Brotherhood of the Fire Fist - Boar,MONSTER EFFECT TUNER,BEASTWARRIOR,FIRE,4,,1100,1400,66762372,孤炎星－ロシシン
飛行エレファント,Flying Elephant,MONSTER EFFECT,BEAST,WIND,4,,1850,1300,66765023,飛行エレファント
EMバラード,Performapal Ballad,MONSTER EFFECT PENDULUM,PLANT,EARTH,3,2,500,1100,66768175,ＥＭバラード
地割れ,Fissure,SPELL,,,,,,,66788016,地割れ
聖刻龍－セテクドラゴン,Hieratic Dragon of Sutekh,MONSTER EFFECT SPSUMMON,DRAGON,LIGHT,8,,2800,2000,66789970,聖刻龍－セテクドラゴン
ワルキューレ・アルテスト,Valkyrie Erste,MONSTER EFFECT,FAIRY,LIGHT,6,,1600,1800,66809920,ワルキューレ・アルテスト
霊魂鳥－巫鶴,Shinobird Crane,MONSTER EFFECT SPIRIT,WINGEDBEAST,WIND,4,,1500,1500,66815913,霊魂鳥－巫鶴
コアキメイル・ウォール,Koa'ki Meiru Wall,MONSTER EFFECT,ROCK,EARTH,4,,1900,1200,66816282,コアキメイル・ウォール
月影龍クイラ,Moon Dragon Quilla,MONSTER EFFECT SYNCHRO,DRAGON,DARK,6,,2500,2000,66818682,月影龍クイラ
奇跡のピラミッド,Pyramid of Wonders,SPELL CONTINUOUS,,,,,,,66835946,奇跡のピラミッド
ウンディーネ,Waterdragon Fairy,MONSTER NORMAL,AQUA,WATER,3,,1100,700,66836598,ウンディーネ
フィッシュボーグ－ランチャー,Fishborg Launcher,MONSTER EFFECT TUNER,FISH,WATER,1,,200,100,66853752,フィッシュボーグ－ランチャー
スレイブパンサー,Test Panther,MONSTER EFFECT LINK,BEAST,EARTH,2,,800,3,66863374,スレイブパンサー
マシュマロンのメガネ,Marshmallon Glasses,SPELL CONTINUOUS,,,,,,,66865880,マシュマロンのメガネ
氷の魔妖－雪女,"Yuki-Onna, the Ice Mayakashi",MONSTER EFFECT LINK,ZOMBIE,WATER,2,,1900,5,66870733,氷の魔妖－雪女
竜騎士ガイア,Gaia the Dragon Champion,MONSTER FUSION,DRAGON,WIND,7,,2600,2100,66889139,竜騎士ガイア
弱肉一色,The Law of the Normal,SPELL,,,,,,,66926224,弱肉一色
鬼タンクT－34,Oni Tank T-34,MONSTER NORMAL,MACHINE,EARTH,4,,1400,1700,66927994,鬼タンクＴ－３４
水晶機巧－リオン,Crystron Rion,MONSTER EFFECT TUNER,MACHINE,WATER,3,,500,500,66938505,水晶機巧－リオン
ボスラッシュ,Boss Rush,SPELL CONTINUOUS,,,,,,,66947414,ボスラッシュ
ライジング・オブ・ファイア,Rising Fire,SPELL EQUIP,,,,,,,66947913,ライジング・オブ・ファイア
インフェルニティガン,Infernity Launcher,SPELL CONTINUOUS,,,,,,,66957584,インフェルニティガン
CNo.39 希望皇ホープレイV,Number C39: Utopia Ray V,MONSTER EFFECT XYZ,WARRIOR,LIGHT,5,,2600,2000,66970002,ＣＮｏ.３９ 希望皇ホープレイＶ
聖騎士伝説の終幕,Last Chapter of the Noble Knights,SPELL,,,,,,,66970385,聖騎士伝説の終幕
デスサイズ・キラー,Dreadscythe Harvester,MONSTER EFFECT,INSECT,WIND,8,,2300,1600,66973070,デスサイズ・キラー
カラクリ大将軍 無零怒,"Karakuri Steel Shogun mdl 00X ""Bureido""",MONSTER EFFECT SYNCHRO,MACHINE,EARTH,8,,2800,1700,66976526,カラクリ大将軍 無零怒
死霊伯爵,The Earl of Demise,MONSTER NORMAL,FIEND,DARK,5,,2000,700,66989694,死霊伯爵
ラプターズ・ガスト,Raptor's Gust,TRAP COUNTER,,,,,,,66994718,ラプターズ・ガスト
黄金郷のガーディアン,Guardian of the Golden Land,TRAP CONTINUOUS,ZOMBIE,LIGHT,,,,,67007102,黄金郷のガーディアン
セイヴァー・デモン・ドラゴン,Majestic Red Dragon,MONSTER EFFECT SYNCHRO,DRAGON,DARK,10,,4000,3000,67030233,セイヴァー・デモン・ドラゴン
巨神封じの矢,Titanocider,TRAP,,,,,,,67037924,巨神封じの矢
スクラップ・マインドリーダー,Scrap Mind Reader,MONSTER EFFECT TUNER,MACHINE,EARTH,1,,0,0,67038874,スクラップ・マインドリーダー
二重の落とし穴,Gemini Trap Hole,TRAP,,,,,,,67045174,二重の落とし穴
F.A.ソニックマイスター,F.A. Sonic Meister,MONSTER EFFECT,MACHINE,WIND,4,,0,1000,67045745,Ｆ.Ａ.ソニックマイスター
7,7,SPELL CONTINUOUS,,,,,,,67048711,７
ダークバット,Dark Bat,MONSTER NORMAL,WINGEDBEAST,WIND,3,,1000,1000,67049542,ダークバット
Kozmo－グリンドル,Kozmo Goodwitch,MONSTER EFFECT,PSYCHIC,LIGHT,4,,1800,1000,67050396,Ｋｏｚｍｏ－グリンドル
ミス・ケープ・バーバ,Baba Barber,MONSTER EFFECT LINK,FIEND,DARK,2,,200,10,67073561,ミス・ケープ・バーバ
ディメンション・ウォール,Dimension Wall,TRAP,,,,,,,67095270,ディメンション・ウォール
極神皇ロキ,"Loki, Lord of the Aesir",MONSTER EFFECT SYNCHRO,SPELLCASTER,DARK,10,,3300,3000,67098114,極神皇ロキ
地縛霊,Earthbound Spirit,MONSTER NORMAL,FIEND,EARTH,4,,500,2000,67105242,地縛霊
リチュア・アビス,Gishki Abyss,MONSTER EFFECT,FISH,WATER,2,,800,500,67111213,リチュア・アビス
墓地墓地の恨み,Ghost of a Grudge,TRAP,,,,,,,67113830,墓地墓地の恨み
ガガガヘッド,Gagaga Head,MONSTER EFFECT,SPELLCASTER,DARK,6,,2100,2000,67120578,ガガガヘッド
熱血獣王ベアーマン,Coach Captain Bearman,MONSTER EFFECT,BEASTWARRIOR,FIRE,8,,2600,2700,67136033,熱血獣王ベアーマン
アーマード・サイバーン,Armored Cybern,MONSTER EFFECT UNION,MACHINE,WIND,4,,0,2000,67159705,アーマード・サイバーン
